title,address,price,area,bath,room,property_type,description,year,parking,near_cc,near_school,near_parks,near_avenue,security,elevator,rest_area,pool
"En Venta Departamento/oficina de 43 m² en Breña, Av Venezuela","Breña, Lima, Lima",54000.0,43,1,1,Departamento,CONTACTO: ANA MARÍA TAVERA // CEL: 935*909*940,1983,0,0,0,0,0,0,0,0,0
SE VENDE DEPARTAMENTO 3 HABITACIONES EN DISTRITO DE BREÑA,"Breña, Lima, Lima",100000.0,69,2,3,Departamento,"Se vende departamento en quinto piso en en la mejor zona del Distrito de Breña, con 3 lindos dormitorios, 2 baños,sala comedor,cocina, balcon   con ubicación privilegiada y de accesos rápidos a principales avenidas como Av. Vevezuela,Tingo María ,Arica, Alfonso Ugarte, etc. Para mayor informacion contáctame al siguiente número 96642---- Sra. Aidee Valencia .",2016,0,0,0,1,0,1,0,1,0
BARRANCO DPTO VENDO X PEDRO DE OSMA,"Barranco, Perú  Provincia de Lima, Gobierno Regional de Lima",200000.0,90,2,3,Departamento,Ubicado Entre Malecón Pedro de Osma y Grau,2010,0,0,0,1,1,0,0,0,0
En Venta Hermosa casa en Breña con 2 cocheras,"Jr. Federico Villarreal 226, Breña 15083, Perú  Breña, Provincia de Lima, Provincia de Lima",215000.0,163,2,3,Casa,Hermosa casa de 2 pisos recién remodelada. Ubicada en pequeño condominio en la calle Federico Villarreal 226. Urb San Luis Gonzaga. Etapa1,0,1,1,1,0,1,0,0,1,0
VENTA DE DEPARTAMENTO EN BREÑA,"Breña, Lima, Lima",130000.0,83,3,4,Departamento,"VENTA DE COQUETO DEPARTAMENTO EN CONDOMINIO PAZ CENTENARIO Este se encuentra ubicado frente al colegio La Salle a la altura de la avenida Arica .Cuenta con 4 dormitorios , 3 baños, sala comedor, cocina amoblada , walking closet .Este cuenta ,además, con áreas comunes como piscina, gimnasio, zona coworking. Cuenta con 1 cochera incluida en el precio de venta.",2014,1,0,0,0,0,0,0,0,1
Se Vende Acogedor Departamento En Breña,"Jr. Jorge Chávez 1456, Lima, Perú  Breña, Lima, Lima",98000.0,73,2,3,Departamento,"¡Increíble oportunidad! Si estás buscando un nuevo hogar en una de las zonas con una ubicación estratégica y que te permitirá acceder fácilmente a diferentes puntos de la ciudad, este departamento es perfecto para ti.",2010,0,0,0,0,0,0,0,0,0
VENDO HERMOSO Y ACOGEDOR DPTO EN BREÑA,"Breña, Lima, Lima",98649.0,62,1,3,Departamento,"BAJÓ DE PRECIO A $ 100,000.=",2001,0,0,0,1,0,0,0,1,0
"OPORTUNIDAD EN BREÑA, ACOGEDOR DEPARTAMENTO","Avenida Ramon Carcamo 875, Breña, Perú  Breña, Lima, Lima",80000.0,71,2,3,Departamento,Área: 71m2,2008,1,1,1,0,1,0,0,1,0
Ocasion - Venta De Departamento En Breña,"Gral. Orbegoso 853, Breña, Perú  Breña, Lima, Lima",90000.0,80,2,3,Departamento,"OCASIÓN, Se vende departamento de 80.10mt2, en 4to piso, amplio, ventilado, con bastante iluminación natural, queda en el interior del condominio, edificio de 5 pisos, seguro, antisísmico, muy cerca al Centro Comercial la Rambla de la Av. Brasil, Plaza Vea y Promar, fácil acceso a los 5 mercados de Breña y los Bancos más importantes. Cerca a la Av. Brasil, Tingo María, Av. Arica, a unas cuadras de la Universidad UPN",0,1,1,1,1,1,0,0,1,0
VENDO O ALQUILO - DEPARTAMENTO EN BREÑA - CONDOMINIO LAS MAG,"Distrito de Lima, Provincia de Lima, Provincia de Lima",90000.0,49,2,2,Departamento,🚨EN VENTA🚨,2022,1,0,0,0,0,0,0,0,0
En Venta hermosa casa remodelada,"Jirón Federico Villarreal 226, Urb San Luis Gonzaga, Breña, Lima 15083, Perú  Breña, Lima, Lima",215000.0,163,2,3,Casa,Hermosa casa de 2 pisos recién remodelada. Ubicada en pequeño condominio en la calle Federico Villarreal 226. Urb San Luis Gonzaga. Etapa1,1975,1,1,1,1,1,0,0,1,0
Se Vende Hermoso Departamento Remodelado En Breña,"Jirón Rebeca Oquendo 461, Breña, Perú  Breña, Lima, Lima",97000.0,65,2,3,Departamento,"¡Tenemos una oportunidad única para ti en el corazón de Breña! Este impresionante departamento completamente remodelado cuenta con 3 habitaciones, 2 baños, una amplia vista externa y se encuentra en el octavo piso de un moderno condominio.",0,0,1,1,1,0,0,0,0,0
Acogedor Departamento En Breña - Condominio Vista Verde,"Breña, Lima, Lima",102162.0,80,2,3,Departamento,"Excelente Oportunidad!!! Departamento en piso 11 ubicado en Condominio Vista Verde, con linda vista exterior. Estratégicamente ubicada cerca a avenidas como: Av. Mariano Cornejo, Av. Del Río, que conectan con distintos distritos de la ciudad. Muy cerca a la emblemática Plaza de la Bandera, cerca a colegios, universidades, clinicas, hospitales.",2010,1,1,1,0,1,0,0,1,0
"Venta Departamento en condominio en Caquetá - San Martín de Porres, a unas cuadras de Av. Habich, 3 Dorm / 2 Baños","Condominio Los Parques de, Av. 10 de Junio 990, San Martín de Porres, Lima 15102, Perú  San Martín de Porres, Lima, Lima",57405.0,58,2,3,Departamento,"¡Ubicación estratégica en SMP! Vive a unos pasos de Lima cercado, a pocos minutos de Breña, entre Rímac e Independencia, con salidas rápidas hacia el Sur por la Vía expresa Línea Amarilla.",2017,0,1,1,0,1,0,0,0,0
MINI DEPARTAMENTO EN AV. BOLIVIA - BREÑA,"Av. Bolivia 8, Breña, Perú  Breña, Lima, Lima",67000.0,43,1,1,Departamento,"DEPARTAMENTO EN AV. BOLIVIA - BREÑA Cómodo y funcional mini, muy bien ubicado, en zona súper céntrica, en la cuadra 8 de la Av. Bolivia, de fácil acceso para cualquier parte de Lima, cerca de las Av. Venezuela, Av. Arica, Av. Jorge Chávez y Av. Alfonso Ugarte, todo en un solo lugar para que vivas cómodamente, cerca del Centro Cívico, supermercados, mercados cercanos, bancos, centro de salud, colegios y parques. - Ubicación: Condominio Bolivia - Av. Bolivia 848, Urb. Chacra Colorada, Breña-Edificio de 17 pisos + una hermosa terraza. Minidepartamento disponible en piso 17 vista a Varela con Bolivia El Condominio cuenta con 3 ascensores, recepción y vigilancia las 24 horas, cámaras y muy buena seguridad, además de lindas áreas comunes, como un hall de entrada, zona de parrillas, zona de juegos para niños, salón de usos múltiples Distribución: -Área total del dpto. 42.41 m2 -Sala Comedor - Cocina abierta con muebles bajos. -Una habitación amplia (Entra cama Queen) -Un ambiente de estudio, que puede ser usado como habitación (Entra cama de 1 plaza y media) -Un baño completo fuera de la habitación - Lavandería con espacio y conexiones para lavadora - No cuenta con cochera, pero se puede alquilar en el edificio Servicios: -Luz independiente -Mantenimiento S/. 140.00 aprox. (incluido el consumo de agua) -Edificio con conexiones para gas natural Mayor información al",2017,1,1,1,1,1,1,1,1,0
Espectacular Casa De 4 Pisos+Aires Con Seguridad 24/7 Piscinas Y Casa Club,"Carabayllo, Provincia de Lima, Provincia de Lima",89189.0,133,4,6,Casa,ESPECTACULAR CASA DE 4 PISOS+AIRES CON SEGURIDAD 24/7 PISCINAS Y CASA CLUB,0,1,0,0,0,0,1,0,0,1
SE VENDE ESPECTACULAR CASA DE 3 PISOS EN EL CONDOMINIO ALAMEDA DE SAN JUAN !!,"Alameda de San juan, Carabayllo, Perú  Carabayllo, Provincia de Lima, Provincia de Lima",45946.0,37,2,2,Casa,"OPORTUNIDAD: Tenemos para ti y tu familia la gran oportunidad de adquirir una espectacular casa de 3 pisos + aires, en una bella zona urbanizada y tranquila. La casa está ubicada en el condominio Alameda de San Juan, en Carabayllo. A solo 15min de Puente Piedra El condominio cuenta con parque, juego para niños, salón de recepciones, zona de parrillas y vigilancia las 24horas del día. Además, cerca de ti podrás encontrar, pollerías, cevichería, restaurantes, panaderías, mercado, farmacia, colegios, veterinaria y librería. Asimismo, a 15min. encontrarás: Plaza Vea, Promart, Tottus y Maestro, entre otras La casa cuenta con 3 piso + aires y está distribuido de la siguiente manera: 1er PISO: - 1 Amplia sala comedor - 1 Cocina con reposteros bajos - 1 Lavandería - 1 Amplio patio trasero 2do PISO: - 2 Habitaciones - 1 Baño completo 3er PISO: - 2 Habitaciones - 1 Baño completo Área Libre: 12.51m2 LINDEROS: -Frente: 3.75 ML -Derecha: 9.96 ML -Izquierda: 9.96 ML -Fondo: 3.75 ML *Cuenta con un amplio patio lavandería que se puede extender la construcción, dándole mayor amplitud a la cocina y tener un estilo de cocina moderna. El precio de venta es de S/180.000 negociable, puede ser adquirido a través de crédito hipotecario y al contado, la casa cuenta con todos los documentos en regla y la disponibilidad de la entrega es inmediata. ?Anímate a vivir como siempre soñaste y a disfrutar de tu hogar en un lugar hermoso y seguro?",0,0,0,0,0,0,1,0,1,0
"HERMOSA CASA EN ESTRENO CON ESTACIONAMIENTO, PISCINAS Y CASA CLUB!!","Carabayllo, Provincia de Lima, Provincia de Lima",63000.0,77,3,3,Casa,"HERMOSA CASA DE 3 PISOS EN CONDOMINIO CON SEGURIDAD 24/7 Y PISCINAS Descripción: OPORTUNIDAD: SE VENDE HERMOSA CASA DE 3 PISOS + CLUB, ENTREGA INMEDIATA !! Descripción: Tenemos para ti y tu familia la gran oportunidad de adquirir una espectacular casa de 3 pisos + aires de 76.25 m2 de Área de Terreno, en una bella zona urbanizada y tranquila. La casa está ubicada en el condominio Villa Club 4. El condominio cuenta con 2 piscinas, vestidores y baños para damas y caballeros, 6 parques, juegos para niños 2 lozas deportivas, zona de parrillas, locales comerciales, casa club para eventos y fiestas con capacidad para 50 personas, restaurantes, tiendas, Librería, pollería, todo lo que necesitas sin salir del condominio. Villa Club es un proyecto inmobiliario de Paz Centenario que se divide en 5 villas, donde cada villa es totalmente independiente, cada una cuenta con su propia seguridad, el mantenimiento es de 90 soles, que incluye el servicio de seguridad (vigilancia, mantenimiento de las piscinas, pintura de las áreas verdes, mantenimiento de los parques y jardines, barrido de las calles, recojo de basura desde la puerta de su casa, podado de césped y pago de agua de las áreas comunes). En el perímetro de 2000 m2 podrá encontrar más de 10 colegios entre nacionales y particulares, mercados, panaderías, farmacias, restaurantes, pollerías, pastelerías, movilidad de transporte público y minivan, además podrás disfrutar de restaurantes campestres y para realizar tus compras, cuentas con tiendas por departamento ( Plaza Vea, Promart, Tottus y Maestro, entre otras). La casa cuenta con 3 pisos + aires y está distribuido de la siguiente manera. 1er PISO: - 1 Amplia Sala y Comedor - 1 estacionamiento o jardín interior. - 1 Baño completo - 1 Cocina con reposteros bajos. - 1 Patio posterior o lavandería, 2do PISO: - 1 Habitación, La habitación principal muy amplia con balcón y baño privado. -2 habitaciones secundarias - 1 cuarto de estudio - 1 Baño completo. 3er PISO: - 1 Lavandería - 1 Amplia azotea La casa cuenta con todos los documentos en regla, NO TIENE HIPOTECA, puede ser adquirido a través de crédito hipotecario o al contado, la disponibilidad y entrega es inmediata! ?Anímate a vivir como siempre soñaste y a disfrutar de tu hogar en un lugar hermoso y seguro",0,0,0,0,0,0,1,0,1,1
HERMOSA CASA EN VENTA VILLA CLUB 2DA-ETAPA – CARABAYLLO,"Villa Club 2, Carabayllo, Perú  Carabayllo, Provincia de Lima, Provincia de Lima",48649.0,76,1,3,Casa,"Preciosa casa con un área de terreno de 76.25m2. Construida de 1 piso con excelentes acabados y buena distribución. Incluye patio con lavadero, cocina con muebles bajos, 1 baño y 3 habitaciones",2016,0,0,1,1,1,0,0,1,0
HERMOSA CASA EN VENTA - VILLA CLUB 5 CARABAYLLO,"Villa Club 5, Carabayllo, Perú  Carabayllo, Provincia de Lima, Provincia de Lima",99000.0,76,3,6,Casa,"Hermosa CASA DE TRES PISOS de 76.25 m², con excelente distribución, dentro de condominio Villa Club 5ta Etapa - Carabayllo, vigilancia las 24 horas, rodeado de parques y jardines. Parámetros de construcción para 4 pisos.",2015,1,0,1,1,0,1,0,1,0
CASA EN VENTA,"Villa Club V Stage, Carabayllo, Peru  Carabayllo, Provincia de Lima, Municipalidad Metropolitana de Lima",43243.0,76,1,2,Casa,"HERMOSA CASA de un piso en venta, dentro de condominio con vigilancia las 24 horas. Parámetros de construcción para 4 pisos (Entregamos los planos), Dos habitaciones, un baño, cocina con muebles bajos, sala comedor, cochera, patio exterior e interior y terraza.",2015,1,1,1,1,1,1,0,1,0
Venta De Casa En Condominio V Etapa Villa Club - Carabayllo,"Las Lomas, Carabayllo, Perú  Carabayllo, Lima, Lima",65000.0,77,2,3,Casa,"Linda casa dentro de condominio Villa Club Etapa V en Carabayllo,",2008,0,0,0,0,0,0,0,0,0
APROVECHA OPORTUNIDAD DE UNA HERMOSA CASA EN VILLA CLUB 2 EN CARABAYLLO,"Villa Club 2, Carabayllo, Perú  Carabayllo, Provincia de Lima, Provincia de Lima",62000.0,76,2,3,Casa,"Contacto Raúl Cisneros C. 9,2,6,2,4,4,8,3, 8",2012,1,1,1,1,1,0,0,1,0
Vendo departamento en 3er. piso de 63m2 en Condominio Tambo Verde Carabayllo,"Carabayllo, Provincia de Lima, Provincia de Lima",48000.0,63,2,3,Departamento,"Vendo departamento de 63m2 en Condominio Tambo Verde Carabayllo de la Inmobiliaria Lider Constructor, Precio $ 48,000 dólares . ubicado en el tercer piso, de 3 dormitorios, 2 baños, sala comedor, cocina amoblada, lavandería, pasadizos, con vista a los juegos infantiles, y la cancha de gras artificicial. Este departamento cuenta con vigilancia las 24 horas del día, tiene áreas comunes como juegos para niños, local cami, bodega, áreas verdes, etc.",0,0,0,0,1,0,1,0,1,0
A10-BAJO DE PRECIO! SE VENDE HERMOSO DEPA EN ESTRENO EN EN CONDOMINIO,"Condominio El Olivar, Carabayllo, Perú  Carabayllo, Provincia de Lima, Provincia de Lima",35135.0,65,2,3,Departamento,SE VENDE AMPLIO DEPARTAMENTO EN 3cer PISO DE 65M2<<<<,2017,0,0,0,1,1,0,0,1,0
"Venta bellisima e impecable casa de Playa Lomas del Mar, San Antonio Km 131 Panamericana Sur","Playa Lomas De Mar Playas Lomas De Mar, playa lomas de mar, San Antonio, Perú  San Antonio, Provincia de Cañete, Gobierno Regional de Lima",489000.0,400,5,5,Casa,Espectacular Casa de playa,2016,1,0,0,1,0,0,0,1,0
Se Vende Casa 3 Pisos + Piscina + Bbq en Punta Negra con Vista a Mar,"Los pingüinos, Punta Negra, Perú  Punta Negra, Lima, Lima",320000.0,195,4,6,Casa,Para más información: Karla Navarro,0,1,0,0,0,0,0,0,1,0
VENTA INMUEBLE CERCA A PLAZA ARMAS DE CAMANÁ - CAMANÁ,"Jr. Nicolas de Pierola 330, Camaná 04451, Perú  Camana, Camaná, Arequipa",450000.0,1267,9,15,Casa,¡¡¡VENTA!!! INMUEBLE CERCA A PLAZA DE ARMAS DE CAMANÁ - CAMANÁ,0,1,1,1,1,1,0,0,1,0
SE VENDE CASA DE PLAYA AMOBLADA - PUERTO DE SALAVERRY,"La Rivera 421, Salaverry, Perú  Salaverry, Trujillo, La Libertad",120000.0,212,4,6,Casa,"SE VENDE CASA DE PLAYA AMOBLADA DE 212MTS2, EN EL PUERTO DE SALAVERRY A TAN SOLO DOS CUADRAS DE LA PLAYA LA CASA CONSTA :",2020,1,0,1,1,1,0,0,1,0
se vende casa de playa 160 m2,"Carretera Panamericana Sur 107, Perú  Samuel Pastor, Camaná, Arequipa",225000.0,160,3,4,Casa,/ Casa E-27	Libre	E	27	160m2,2022,1,0,0,1,1,1,0,1,0
"VENTA CASA DE PLAYA, URB AGUAS MARINAS, SAMUEL PASTOR, CAMANÁ.","88VJ+P55, La Punta 04445, Perú  Samuel Pastor, Camaná, Arequipa",170000.0,240,4,4,Casa,"Se vende Casa de playa dentro de la urbanización exclusiva en AGUAS MARINAS, en Playa Cerrillos, donde podrás disfrutar con tu familia atardeceres de verano y tener toda tranquilidad que deseas. Además de tener la oportunidad de practicar tu deporte favorito, gozar de una vista privilegiada por tener una buena ubicación",2006,1,0,0,0,0,0,0,0,0
VENDO CASA EN PUERTO SALAVERRY - 86.30 M2 - CERCA A MALECON ID 1019984,"Salaverry, Trujillo, La Libertad, PER  Salaverry, Trujillo, La Libertad",39000.0,86,1,2,Casa,"SE VENDE CASA EN SALAVERRY EN OCASION, EN ZONA MUY COMERCIAL.",2017,0,0,1,1,1,0,0,1,0
"VENTA CASA DE PLAYA, Playa San Marino, Camaná","89QF+9XG, Cerrillos 04445, Perú  Samuel Pastor, Camaná, Arequipa",350000.0,550,8,7,Casa,"Vendo exclusiva casa de playa con piscina, ubicación privilegiada con vista al mar, con excelente iluminación amoblada y equipada, acabados y decoración de primera, pisos de porcelanato. Disfruta de vivir en una casa con hermosa vista y en un área muy tranquila.",0,1,0,0,0,0,0,0,0,1
¡No Pierdas La Oportunidad De Tener Tu Propia Casa De Playa En El Hermoso Destino De Punta Negra!,"Los Cisnes 849, Punta Negra, Perú  Punta Negra, Lima, Lima",270000.0,476,4,4,Casa,Casa de playa en venta,2003,1,0,0,0,0,0,0,0,0
Ocasion Por Viaje - Venta De Casa De Playa En Punta Negra,"Calle Anchoveta, Ur. Punta Negra, Punta Negra, Lima, 15851, PER  Punta Negra, Lima, Lima",133784.0,220,3,3,Casa,Casa de playa en el distrito de Punta Negra kilómetro 40 Panamericana Sur,1998,1,0,0,1,1,0,0,1,0
VENTA DE CASA EN PUNTA HERMOSA,"Punta Hermosa, Provincia de Lima, Provincia de Lima",270000.0,450,8,8,Casa,Deseas la tranquilidad que brinda vivir cerca al mar¡¡¡¡¡¡¡¡¡¡¡,0,1,0,0,0,0,0,0,0,0
Venta De Casa De Playa Con Vista Al Mar,"La Anchoveta, As. Santa Rosa Alta, Punta Negra, Lima, 15851, PER  Punta Negra, Lima, Lima",90000.0,163,2,3,Casa,¡¡HERMOSA CASA DE PLAYA CON VISTA AL MAR!!,0,1,0,0,0,1,0,0,1,0
CASA DE PLAYA en VENTA en PUNTA HERMOSA,"Punta Hermosa, Provincia de Lima, Provincia de Lima",295000.0,235,3,4,Casa,"Amplia casa de playa muy iluminada y cómoda, en urbanización Miramar de punta hermosa. Zona muy tranquila y residencial.",2000,1,0,0,1,1,0,0,1,0
LINDA Y ESPECTACULAR CASA DE PLAYA EN PRIMERA LÍNEA DE MAR MODERNA Y CON EXCELENTES ACABADOS,"Malecón Principal 1401, Cuadra 10, Punta Hermosa, Lima, 15846, PER  Punta Hermosa, Lima, Lima",749000.0,500,6,8,Casa,*** LINDA Y ESPECTACULAR CASA DE PLAYA EN PRIMERA LÍNEA DE MAR MODERNA Y CON EXCELENTES ACABADOS ***,2010,1,1,0,0,0,0,0,1,1
VENDO CASA EN PUNTA HERMOSA,"Punta Hermosa, Lima, Lima",1300000.0,650,9,7,Casa,Casa en Punta Hermosa,2009,1,0,0,0,0,0,0,1,0
Casa de Playa en Venta en Punta Hermosa - KONTIKI,"Punta Hermosa, Lima, Lima",2490000.0,687,4,4,Casa,ESPECTACULAR CASA EN ACANTILADO Y CON TUNEL QUE CONECTA DIRECTO A LA PLAYA KONTIKI.,2003,1,0,0,0,0,0,0,1,1
Playa Caballeros Venta de Casa de Playa 2da Fila,"Malecón Superior no 1858, Lima, Perú  Punta Hermosa, Lima, Lima",450000.0,485,4,4,Casa,Para más información: Karla Navarro,2016,1,0,0,0,0,0,0,1,0
Casa en Venta - PLAYA LAS TOTORITAS,"Mala, Provincia de Cañete, Gobierno Regional de Lima",600000.0,258,4,4,Casa,MODERNA CASA DE PLAYA EN LAS TOTORITAS,2018,1,0,0,0,0,0,0,1,0
🚨VENDO CASA 04 PISOS - PLAYA SAN BARTOLO🚨,"Pucusana, Provincia de Lima, Provincia de Lima",320000.0,240,2,4,Casa,"🚨Se Vende Hermosa Casa en San Bartolo, de 04 pisos con vista exterior🏡 🌊🌞.",2021,1,0,0,0,0,0,0,0,0
EN VENTA FORMIDABLE CASA DE PLAYA EQUIPADA Y AMOBLADA CON EXCELENTE DISTRIBUCIÓN EN CLUB PUERTO NUEVO (KM 70.5 PANAMERICANA SUR),"San Antonio, Provincia de Cañete, Gobierno Regional de Lima",379000.0,250,6,5,Casa,EN VENTA FORMIDABLE CASA DE PLAYA EQUIPADA Y AMOBLADA CON EXCELENTE DISTRIBUCIÓN EN CLUB PUERTO NUEVO (KM 70.5 PANAMERICANA SUR),2007,1,0,0,0,0,0,0,1,0
"HERMOSA CASA DE PLAYA VISTA A PARQUE CON TERRAZA, PARRILLA Y PISCINA. EN 7MA FILA, MODERNA DE 2 PLANTAS VISTA A LA ÁREA DE JUEGOS Y PISCINA","Playa Canarias, San Antonio, Perú  San Antonio, Cañete, Lima",320000.0,200,5,4,Casa,"2 Pisos, Fila 7, 5 años de antigüedad, Vista a Parque, Moderna, Dos Plantas. Sala, Comedor, Cocina, 4 Dormitorios, 5.0 Baños, 4 Baños incorporados, 1 Cuarto de servicio, 1 Baño de servicio, Lavandería.",2018,0,0,0,0,0,0,0,0,0
"De Ocasión!! Vendo Casa De Playa, Punta Hermosa!! (ID 1021842 JContreras)","La Carabela 233, Punta Hermosa, Perú  Punta Hermosa, Lima, Lima",455000.0,304,4,6,Casa,"DE OCASIÓN!! VENDO CASA DE PLAYA, PUNTA HERMOSA!! La casa se encuentra dentro de una zona privada y exclusiva en este balneario, Seguridad 24/7. A la vez está a pocos minutos de toda la zona comercial de Punta Hermosa, esta playa está a tan sólo a media hora de Lima, en el km 42.",1969,1,0,0,1,1,1,0,1,0
VENTA DE LINDA CASA DE 2 PISOS EN PIMENTEL,"Pimentel, Chiclayo, Lambayeque",227027.0,186,4,4,Casa,"Hermosa casa de 2 pisos ubicada en la calle Castañeda Lossio - Pimentel, a pocos metros de la playa, muelle e importantes restaurantes. Muy bien distribuida y excelente iluminación natural.",0,0,0,0,0,0,0,0,0,0
VENTA CASA 3 PISOS URB LA ESTACION PIMENTEL,"Calle Los Ficus 100-198, Cuadra 1, Pimentel, Chiclayo, Lambayeque, 14000, PER  Pimentel, Chiclayo, Lambayeque",296595.0,200,5,4,Casa,Venta exclusiva casa en Urb. La Estación Pimentel . Frente a parque.,0,1,1,1,1,1,0,0,0,0
VENTA O ALQUILER DE LINDA CASA EN PIMENTEL,"Pimentel, Chiclayo, Lambayeque",420000.0,440,6,5,Casa,"Amplia casa de 3 pisos de modernos acabados ubicada en la prolongación Lambayeque, altura del 3° malecón de Pimentel. A dos calles de la playa. Con excelente distribución y gran iluminación.",0,0,0,0,0,0,0,0,0,0
VENTA DE LINDA CASA DE 1 PISO EN PIMENTEL,"Pimentel, Chiclayo, Lambayeque",150000.0,257,2,4,Casa,"Amplia casa de 1 piso ubicada en la calle Chiclayo - Pimentel, cerca de El Super, Plaza de Armas, restaurantes y farmacias, a 5 calles de la playa.",0,0,0,0,0,0,0,0,0,0
VENTA DE CASA DE 3 PISOS EN PIMENTEL,"Pimentel, Chiclayo, Lambayeque",350000.0,476,4,3,Casa,"Amplia y linda casa de 3 pisos ubicada en la calle Lambayeque - Pimentel, en zona residencial a la altura del 3° malecón de Pimentel, a tres calles de la playa.",0,0,0,0,0,0,0,0,0,0
VENDO CASA A UNA CUADRA DE LA PLAYA DE PIMENTEL,"Urb la Estacion, Pimentel, Chiclayo, Perú  Pimentel, Chiclayo, Lambayeque",700000.0,565,6,6,Casa,"Casa super amplia y muy bien ubicada a una cuadra de la playa; con una distribuciòn espectacular: Salòn de juegos, sala de cine, Gimnasio, sauna, piscina, estudio, oficina con balcòn; todos los ambiente cuentan con una generosa iluminaciòn natural, totalmente ventilados y cuenta con un panel solar; vive lejos del bullicio del transito pero con acceso ràpido a diferentes vìas principales.",0,1,1,1,1,1,1,0,1,1
Vendo Casa De Tres Pisos En Pimentel C.Delgado,"Pimentel, Chiclayo, Lambayeque",65000.0,129,3,6,Casa,CASA DE TRES PISOS EN VENTA en PIMENTEL a dos cuadras del parque principal y dos cuadras de la playa.,0,0,0,0,0,0,0,0,0,0
Venta - Preciosa Y Amplia Casa En Playa Naplo,"Playa Naplo, Pucusana, Perú  Pucusana, Lima, Lima",800000.0,683,6,10,Casa,"¡EN VENTA! Preciosa casa de playa en Naplo, ubicada en una zona exclusiva y con vista privilegiada al mar.",1993,0,0,0,0,0,0,0,0,0
"VENDO Casa de Playa Naplo, con vista al mar","Playa Naplo, Pucusana, Perú  Pucusana, Lima, Lima",298000.0,331,3,4,Casa,"La casa tiene 3 pisos, cada habitacin tiene vista al mar, por la salida a la terraza con medio de puertas de vidrio.",1991,1,0,0,0,1,0,0,1,0
Venta Hermosa Casa De Playa 3 Pisos,"Playa Naplo, Pucusana, Perú  Pucusana, Lima, Lima",180000.0,306,4,4,Casa,Vendó casa de playa amoblada en Naplo- Pucusana,0,0,0,0,0,0,0,0,0,0
CASA DE PLAYA MINKAMAR MODERNA CON PISCINA,"Playa Minka Mar, Minkamar, Pucusana, Perú  Pucusana, Provincia de Lima, Provincia de Lima",340000.0,180,5,5,Casa,LINDA PLAYA CON MARINA PROPIA Y MUELLE PARA EMBARCACIÓN CON UN CONCEPTO MUY FAMILIAR.,2012,1,0,0,0,0,0,0,1,0
id1047414 ¡Adquiere Tu Propio Paraíso En Playa La Esmeralda De Colan ! Casa De Playa En Venta,"Paita, Paita, Piura",127000.0,600,2,4,Casa,"¡Te presentamos una oportunidad única para tener tu propio paraíso en la playa! Esta encantadora casa de playa está disponible para su venta, ofreciendo un estilo de vida relajado y todas las comodidades que buscas. A continuación, te presentamos las características clave de esta propiedad:",2013,0,0,0,0,0,0,0,0,0
EN VENTA CASA DE PLAYA EN NAPLO- PUSUCANA,"Pucusana, Lima, Lima",290000.0,162,6,7,Casa,EN VENTA CASA DE PLAYA EN NAPLO- PUSUCANA,0,0,0,0,0,0,0,0,1,0
OPORTUNIDAD!!! MODERNA CASA EN LA MEJOR UBICACION EN PLAYA POSEIDON KM56,"Club Náutico Poseidón, Pucusana, Perú  Pucusana, Provincia de Lima, Provincia de Lima",690000.0,401,4,4,Casa,"Moderna y Lujosa casa en venta en la exclusiva Playa Poseidon cerca a Lima (entrada a Pucusana), de 400.86m2 de área de terreno y 323.72 m2 construidos en 3 plantas en ubicación privilegiada con vista al mar y cerca al muelle. La casa construida en el 2017, tiene una arquitectura espectacular, tratando de generar vistas desde todas las áreas de la casa, ya sea al mar o a una gran roca que es parte de la casa y que se incorporó a la estructura....es muy especial! A continuación una breve descripción de la casa por plantas de arriba hacia abajo:",0,1,0,0,0,0,0,0,1,0
ID 1042956 Hermosa Casa De Estreno En Venta Playa De Colan Lado Sur - LSantti,"Colan, Paita, Piura",180000.0,146,4,4,Casa,"Se vende Hermosa casa de Estreno en el balneario de Colan, acabados de primera y un diseño moderno y exclusivo para tu casa de playa.",0,0,0,0,0,0,0,0,0,0
VENTA DE CASA DE PLAYA FRENTE AL MAR EN MEJA,"Mejia, Provincia de Islay, Arequipa",550000.0,500,8,6,Casa,VENTA DE HERMOSA CASA DE PLAYA CON VISTA AL MAR (primera fila),0,1,0,0,1,0,0,0,0,0
VENDO HERMOSA CASA PLAYA EN MEJIA FLAMENCOS,"Mejia, Islay, Arequipa",388000.0,350,4,4,Casa,"Vendo hermosa casa de playa en Mejia Flamencos, en la mejor zona, con vista frente al Mar, Cuenta con 4 Habitaciones, 4 Baños, Sala, comedor, una Terraza con zona de parrillas, Piscina, Jardín, 2 Estacionamientos, Sala de Star.",2019,1,1,0,1,1,0,0,1,1
VENTA DE CASA CON INGRESO DIRECTO A LA PLAYA EN MALA,"Mala cañete, Mala, Perú  Mala, Cañete, Lima",295000.0,220,7,6,Casa,PUERTO MADERO,2013,1,0,0,1,1,0,0,1,0
Vendo Hermosa Casa km 92.5 Playa Chocalla Asia,"Chocaya, Asia, Perú  Asia, Provincia de Cañete, Gobierno Regional de Lima",175000.0,120,3,4,Casa,Venta de Hermosa Casa en Playa Chocalla,2007,1,1,0,0,1,0,0,1,0
