titulo,departamento,precio,ubicacion,m2,habitaciones,banios,descripcion_1,descripcion_2,c_interiores,c_exteriores,entorno
"Casa en venta Cerro Colorado, Arequipa, Perú",2 casas en venta en Puno Departamento,"350,000","Cerro colorado, arequipa, perú",196m2,3 Habitaciones,4 Baños,"PRE-VENTA EN QUINTA PRIVADA DE 14 CASAS. , ÁREAS VERDES. , ACABADOS DE PRIMERA CALIDAD. , PRIVACIDAD, SEGURIDAD Y EXCLUSIVIDAD. ,  , CERCA A COLEGIO SOPHIANUM, AREQUIPA CENTER, BANCOS, ETC. ,  , CARACTERÍSTICAS: , * Área Techada: 196m2 , * Área Azotea: 59m2 , * Área Jardín: 115m2 ,  , CONSTAN DE: , ° Primer nivel: ,  , * Hall de ingreso , * Sala, Comedor , * Cocina y comedor de diario , * Sala de estar , * Baño social , * Jardín exterior , * 02 cocheras , * Jardín interior ,  , ° Segundo Nivel: , * 01 Dormitorio principal con  closet y baño privado , * 02 Dormitorios secundarios. , * 01 Baño familiar compartido ,  , ° Tercer nivel: , * Amplia terraza , * 01 Baño social ,  , PRECIO: US$350,000 , - Incluye Cocina equipada con cocina a gas, horno eléctrico y campana extractora. , INFORMES: ","//,.","Amoblado: Semi-amoblado,Armario empotrado,Línea Blanca,Internet,Agua","Año de construcción: 2,023,Estacionamientos,Terraza,Caseta de vigilancia,Jardín,Caseta de vigilancia,Seguridad privada","Cerca a avenidas principales,Cerca a Centro Comercial,Cerca de parques,Cerca a Centro Comercial,Vista panorámica"
"Casa en venta Yanahuara, Arequipa",2 casas en venta en Puno Departamento,"298,000","Yanahuara, Arequipa",240m2,3 Habitaciones,3 Baños,"EN VENTA CASA EN QUINTA DE LAS NUECES · YANAHUARA  , •••••••••••••••••••••••••••••••••••••••••••••••••• , • Ubicada a dos cuadras de la plaza de Yanahuara. , • La quinta comparte un área de patio con pileta. , • Cuenta con techo alto (bóveda en sillar). , •••••••••••••••••••••••••••••••••••••••••••••••••• , • Área: 240 m² , •••••••••••••••••••••••••••••••••••••••••••••••••• , • Precio: $ 298,000 dólares  , •••••••••••••••••••••••••••••••••••••••••••••••••• ,  , Caract","erísticas: ,  , Primer piso ,  , • Sala/ Comedor con techo alto. ,  , • Baño social. ,  , • Cocina con reporteros altos y bajos, mesada de cuarzo. ,  , •Cuenta con cochera. ,  , Segundo piso ,  , • Hall.  ,  , • Sala de estar. ,  , • Habitación principal con baño privado y balcón. ,  , • Dos habitaciones secundarias. ,  , •Baño. ,  , Tercer piso  ,  , • Zona de lavandería. ,  , • Amplia terraza. , ••••••••••••••••••••••••••••••••••••••••••••••••••",,,
"Casa en venta Cerro Colorado, Arequipa",2 casas en venta en Puno Departamento,"240,000","Cerro Colorado, Arequipa",128m2,5 Habitaciones,4 Baños,"Se vende acogedora casa con excelente ubicación muy cerca a Las Aldeas Infantiles Cerro Colorado, cerca al Hospital Geriátrico Municipal y al Hospital Moisés Heresi, con una área de terreno de 128 m2 y de área construida de 290m2 con la siguiente distribución:  ,  , PRIMER NIVEL  , - Hall de ingreso con minibar  , - Cocina lineal con desayunador  , - Amplia Sala - Comedor , - Baño social  , - Patio mediano con un pequeño deposito  , - Cochera techada ,   , SEGUNDO N","IVEL  , - Dormitorio principal amplio con baño y una gran vista  , - Dos habitaciones secundarias  , - Baño completo ,   , TERCER NIVEL , - Dos habitaciones  , - Amplio Salón de usos múltiples con excelentes vistas  , - Baño social  , *Tercer piso con construcción no mayor a 5 años. ,   , No pierdas la oportunidad de adquirir esta casa muy acogedora con excelente ubicación muy cerca a toda la Av. Comercial y transporte publico ,  , NOTA: Venta solo con Escritura Publica ,  , MARISOL CHOQUE HUARICALLO , RUC:10479815602","Amoblado: Sin amoblar,Armario empotrado,Línea Blanca,Cuarto de Servicio,Agua","Estacionamientos,Caseta de vigilancia","Cerca a avenidas principales,Cerca a Centro Comercial,Cerca de parques,Cerca a Centro Comercial,Vista panorámica"
"Casa en venta Urbanización Santa Cecilia, Yanahuara, Perú",2 casas en venta en Puno Departamento,"390,000","Urbanización santa cecilia, yanahuara, perú",319.8m2,4 Habitaciones,3 Baños,"Venta de casa con alto potencial para desarrollo inmobiliario dado que cuenta con una excelente ubicación en la Urbanización Santa Cecilia con acceso a la Calle Chullo, con un área de 319.8 m2 y con Certificado de Parámetros RDA-1 (Residencial de Densidad Alta) para construir 7 pisos. , Linderos y medidas perimétricas, calle chullo, con 17.30 ml.; calle Nro. 5(Santa Cecilia), con 8.90 ml.; por el costado izquierdo, con 27 ml.; por el costado derech","o, con 20 ml. ,  , Se encuentra a lado del mercado Antiquilla, en buena zona donde se ubican los salones de belleza, barberías, centros comerciales y cerca de las avenidas principales como Emmel, Av. Ejército y Av. Quiñones.  ,  , La casa actualmente consta de: en el primer nivel con amplia sala, comedor, cocina cerrada con reposteros altos y bajos, alacena, escritorio y baño de visitas. En el patio se tiene dos construcciones, una de material noble (con 2 pequeños dormitorios y un baño ) y de drywall (dos dormitorios y un baño en común). En el segundo nivel tiene cuatro dormitorios y dos baños completos. ,  , Es una casa para remodelar o un excelente terreno para construir por estratégica ubicación.","Amoblado: Sin amoblar,Cuarto de Servicio","Año de construcción: 1,983,Estacionamientos,Jardín","Cerca a avenidas principales,Cerca a Centro Comercial,Cerca de parques,Cerca a Centro Comercial"
"Casa en venta Cerro Colorado, Arequipa",2 casas en venta en Puno Departamento,"190,000","Cerro Colorado, Arequipa",23.78m2,12 Habitaciones,4 Baños,"Casa frente al Mirador de Zamacola en esquina con doble frentera con Av. Aeropuerto de 3 pisos con 12 habitaciones 5 baños ,sala cocina, cochera . a dos cuadras del Hospital de la UNSA a 4 cuadras de la Comisaria de Zamacola y del mercado. Dado que la casa se ubica en una Av. principal puede funcionar para diversos negocios, restaurants hotel ,hospedaje Con proyección para un cuarto piso. Por la otra frentera hacia el Mirador de Zamacola también por ser un lugar turístico presenta opción para diversos negocios. ,  , ANA MARIA GUTIERREZ - ",,Amoblado: Sin amoblar,"Año de construcción: 2,011","Cerca a avenidas principales,Cerca de parques"
"Casa en venta Calle Cruz Verde 400-482, Cuadra 4, B Del Solar, Arequipa, 04001, Per",2 casas en venta en Puno Departamento,"188,000","Calle cruz verde 400-482, cuadra 4, b del solar, arequipa, 04001, per",138m2,5 Habitaciones,3 Baños,"En venta Casa en el cercado de Arequipa  , Consta de:  , Primer piso:  , ** 01 Sala comedor  , ** 02 Habitaciones  , ** 01 Cocina cerrada  , ** 01 Lavandería  , ** 01 Patio  , ** 01 Baño completo  , ** 01 Cochera  , Segundo Piso:  , ** 01 Sala comedor  , ** 01 Habitación con baño privado  , ** 01 Cocina  , ** 01 Patio con zona de parrilla * , * 01 Baño de visitas  , Tercer piso:  , ** 01 Habitación con baño privado  , ** 01 Cocina  , ** 01 Lavandería  , Cuarto piso:  , ** 01 Habitación con baño privado  , ** 01 Cocina en prefabricado  , ** 01 Patio con zona de parrilla  , ** 01 Lavandería , Ideal para proyecto de Hotel, Hostel, Hospedaje y también una buena fuente de ingresos residuales, ya que el primer y tercer piso pueden alquilarse. ,  , MARISOL QUISPE - ",,Amoblado: Semi-amoblado,"Año de construcción: 1,988","Cerca a avenidas principales,Cerca a Centro Comercial"
"Casa en venta Urb San Jeronimo, Arequipa, Perú",2 casas en venta en Puno Departamento,"295,000","Urb san jeronimo, arequipa, perú",247.39m2,6 Habitaciones,5 Baños,"Amplia Casa En Venta En El Cercado, Cerca A Parques Y Con Una Muy Buena Ubicación , Cuenta con acceso a avenidas principales (Av. Venezuela, Av. Daniel Alcides Carrión, Av. Vidaurrazaga), se encuentra cerca de la Facultad de Medicina de la UNSA, cerca del Hospital General, Mercado Palomar, centros de abastos, centros financieros. ,  , • Área total: 247.39 m2 , • Área construida: 354.00m2 , • Estacionamiento para 3 vehículos , Casa cuenta con 3 pisos (cada planta como un departamento) , Descripción: ,  , 1er nivel , - Sala  , - Comedor , - Cocina , - Baño Social , - 2 habitaciones ,  , 2do nivel , - 3 habitaciones , - Sala de estar , - 2 baños completos , - Cocina ,  , 3er nivel , - 3 habitaciones , - Sala de estar , - 2 baños completos , - Cocina ,  , GILDA VALVERDE - ",,Amoblado: Sin amoblar,"Año de construcción: 1,966","Cerca a avenidas principales,Cerca de parques,Cerca a Centro Comercial"
"Casa en venta Calle Socabaya, Maria Isabel, Arequipa, 04001, Per",2 casas en venta en Puno Departamento,"260,000","Calle socabaya, maria isabel, arequipa, 04001, per",227.68m2,4 Habitaciones,5 Baños,"Casa amplia en venta en el cercado, con áreas verdes, buen clima y buena ubicación. ,  , Cuenta con acceso a avenidas principales (Av Mariscal Caceres, Av Los Incas), se encuentra cerca al parque industrial, cerca al Avelino, centros financieros, del Hopital General, centros de abastos, mercados, centros comerciales, entre otros. ,  , • Área total: 227.68 m2 , • Área construida: 167.80 m2 , • Estacionamiento para 6 vehículos ,  , Casa cuenta con 3 pisos ,  , Descrip","ción: ,  , 1er nivel , - Sala  , - Comedor , - Cocina , - Baño Social (1/2 baño) , - Baño Completo , - Sala de Estar ,  , 2do nivel , - 3 habitaciones , - Baño Completo , - 1/2 baño , - Kitchenett ,  , 3er nivel , - 1 habitacion adicional , - Baño completo , - Lavandería",Amoblado: Sin amoblar,"Año de construcción: 1,987","Cerca a avenidas principales,Cerca de parques"
"Casa en venta Casablanca, José Luis Bustamante Y Rivero, Perú",2 casas en venta en Puno Departamento,"259,000","Casablanca, josé luis bustamante y rivero, perú",211m2,5 Habitaciones,3 Baños,"CASA EN AVENIDA, FRENTE AL PARQUE LOS CORITOS , 📍 ¿Estas buscando vivir en un lugar tranquilo con fácil acceso a las zonas comerciales de Bustamante?  ,  , 📍Te invito a conocer esta casa ubicada en misma avenida la cultura  ,  , 📍Se vende amplia casa de dos pisos frente al parque de los coritos, por su ubicación permite el fácil acceso a centros comerciales como el Moll de Porongoche, Parque Lambramani, mercados de la zona como Avelino, feria los Inkas, centros de salud y universidades  , 📍La casa se encuentra construida sobre un terreno de 211m2 y consta de:  ,  , 📌PRIMER PISO  , ✔Sala comedor con mampara de vidrio y vista al jardín.  , ✔Amplia Cocina cerrada con reposteros altos y bajos, espacio para comedor de diario. ,  ✔Habitación de visitas o estudio.  , ✔Baño de visitas.  , ✔Patio y Jardín posterior  , ✔Cochera y Jardín delantero (posibilidad de habilitar cochera  ,  , 📌SEGUNDO PISO  , ✔Cuatro Habitaciones con closet.  , ✔Baño de uso compartido  , ✔Cocina cerrada  ,  , 📌TERCER PISO  , ✔Habitación de servicio o deposito  , ✔Baño de servicio  ,  , AGENDA TU VISITA DESDE YA !!! 🔴⚪🔵 ,  ,  , DARIO CALDERON - ",,Amoblado: Sin amoblar,"Año de construcción: 1,998","Cerca a avenidas principales,Cerca a Centro Comercial,Cerca de parques"
"Casa en venta Av. Roosevelt, Alto Selva Alegre, Arequipa, Perú",2 casas en venta en Puno Departamento,"230,000","Av. roosevelt, alto selva alegre, arequipa, perú",129m2,5 Habitaciones,3 Baños,"VENDO CASA UBICADA EN LA PARTE BAJA DE SELVA ALEGRE EN AVENIDA PRINCIPAL, IDEAL PARA VIVIENDA O EMPRESAS , ETC. CUENTA CON UN ÁREA DE 310 M2 DE TERRENO Y 277 M2 CONSTRUIDOS DISTRIBUIDOS EN TRES PISOS : , 1 ER PISO TIENE 2 HABITACIONES ,  2 MEDIOS BAÑOS , UN BAÑO COMPLETO Y UN ÁREA DE PATIO Y JARDIN LIBRE DE 165 M2 , COCINA, JARDÍN DELANTERO, COCHERA . , SEGUNDO PISO CUENTA CON UN PEQUEÑO PATIO BALCON , SALA DE ESTAR Y 3 DORMITORIOS CON CLOSET Y UNA H","ABITACION SIN CLOSET, BAÑO COMPLETO , TERCER PISO CUENTA CON UN DEPOSITO D MATERIAL NOBLE Y ÁREA LIBRE DE 130 M2,  ,  , LOS INTERESADOS COMUNICARSE AL TLF DEL AVISO","Balcón,Armario empotrado,Línea Blanca,Calefacción,Internet,Jacuzzi,Gas Natural,Cuarto de Servicio,Piscina","Año de construcción: 1,989,Estacionamientos,Terraza,Cisterna,Caseta de vigilancia,Jardín,BBQ,Ascensor,Seguridad privada","Cerca a avenidas principales,Cerca a Centro Comercial,Cerca de parques,Cerca a Centro Comercial,Vista panorámica"
"Casa en venta Av. Pumacahua 100, Cerro Colorado, Perú",2 casas en venta en Puno Departamento,"197,000","Av. pumacahua 100, cerro colorado, perú",204m2,4 Habitaciones,3 Baños,"VENDO bonita  casita ubicada en la mejor zona de cerro colorado, cerca a metro, a una cuadra av Pumacahua, mall Arequipa Center   , Cuenta con un área de Terreno de 135 M2 , y en 2 pisos  un área construida de 204 M2  , Distribuidos de la siguiente manera  , PRIMER PISO : , Sala comedor amplia  , Habitación pequeño estudio , Cocina Cerrada grande , mesada de granito, reposteros altos y bajos  , Comedor de diario en la cocina , Patio y aparte lavandería , Cochera con"," portón automático , Baño de Visitas  , SEGUNDO PISO : , HALL y Estudio  , 3 dormitorios grandes para camas Queen y Kung, clóset empotrados  , Baño completo dentro del dormitorio principal , Baño compartido para los otros 2 dormitorios , Terma solar y eléctrica , Para informes y reservar visitas comunicarse al teléfono de la publicación","Armario empotrado,Línea Blanca,Chimenea,Cuarto de Servicio","Año de construcción: 2,017,Estacionamientos,Terraza,Cisterna,Caseta de vigilancia,Jardín,BBQ","Cerca a avenidas principales,Cerca a Centro Comercial,Cerca de parques,Cerca a Centro Comercial,Vista panorámica"
"Casa en venta Cayma, Arequipa",2 casas en venta en Puno Departamento,"270,000","Cayma, Arequipa",220.02m2,4 Habitaciones,4 Baños,"ESTAS EN BUSQUEDA DE UNA PROPIEDAD QUE TE BRINDE LA TRANQUILIDAD CERCANIA Y SOBRE TODO SEGURIDAD? , TE TRAIGO UNA EXCELENTE OPCION, CASA EN QUINTA PRIVADA EN VENTA A POCOS PASOS DE LA MUNICIPALIDAD DE CAYMA Y ESTA DISTRIBUIDA DE LA SGTE MANERA : , ⁂ SEMISOTANO ÁREA  DE  47.91 m2 ⁂ , ✔ CORRESPONDE A 2 COCHERAS PARALEAS TECHADAS AMBAS CON PUERTA ELECTRICA ELEVADA  CON PISO DE CERAMICO Y GRADAS QUE CONDUCEN AL PRIMER NIVEL  , ⁂ PIMER PISO ÁREA  DE 113 M2 ⁂ , ✔SALA COMEDOR BIEN ILUMINADO  , ✔AREA DE TERRAZA , ✔COCINA DE CONCEPTO CERRADO CON REPOSTEROS ALTOS Y BAJOS CON AREA DE COMEDOR DE DIARIA Y PUERTA INDEPENDIENTE DE INGRESO  , ✔DOS COCHERAS PARALEAS TECHADAS TIPO CARD POT , ✔HALL DE INGRESO  , ✔BAÑO DE VISITAS  , ✔ JARDIN BAJO GRADAS , ⁂ SEGUNDO PISO ÁREA DE 84.98 m2 ⁂ , ✔HABITACION PRINCIPAL BIEN AMPLIA CON CLOSET DE PISO A TECHO Y BAÑO COMPLETO PRIVADO , ✔GRADAS QUE LLEVAN A LAS HABITACIONES  , ✔HABITACION SECUNDARIA CON CLOSET DE PISO A TECHO  BIEN ILUMINADO  , ✔HABITACION SECUNDARIA  CON CLOSET DE PISO A TECHO BIEN ILUMINADO  , ✔BAÑO COMPLETO COMPARTIDA PARA LAS HABITACIONES SECUNDARIAS  , ✔SALA DE ESTAR O ESTUDIO , ✔HABITACION SECUNDARIA O DE VISITAS CON CLOSET DE PISO A TECHO BIEN ILIMINADA Y CON BAÑO PRIVADO , ✔TERRAZA  CON VISTA INTERIOR DE LA QUINTA  , ⁂ TERCER PISO ÁREA DE 84.98m2 ⁂ , ✔BAÑO DE SERVICIO COMPLETO , ✔HABITACION DE SERVICIO BIEN ILUMINADO  , ✔ÁREA DE LAVANDERIA Y TENDALES  ,  , CON UNA VISTA IMPRESIONANTE A LOS VOLCANES Y PASAJE DE LA CIUDAD DONDE VERAS HASTA EL PUENTE CHILINA , CERCA A COMISARIA DE CAYMA , MUNICIPALIDAD COLEGIOS IGLESIA , PUENTE CHILINA ,AV. PRINCIPAL , A UNOS 5 MIN DE LA AV EJERCITO A MALL PLAZA, REAL PLAZA , CLARO ENTEL  MOVISTAR , CERCA A  LA CLINICA SAN  JUAN DE DIOS E IGLESIA DEL MISMO NOMBRE  ,  ASI QUE NO DUDES MAS Y SOLICITA UNA VISITA CONMIGO Y VEN A CONOCER TU NUEVO HOGAR  , PAPELES EN REGLA LISTA PARA SU VENTA  , PRECIO NEGOCIABLE ,  , JESSICA FRANCO - ",,Amoblado: Semi-amoblado,"Año de construcción: 2,009",
"Casa en venta Sachaca, Arequipa",2 casas en venta en Puno Departamento,"190,182","Sachaca, Arequipa",121m2,4 Habitaciones,4 Baños,"SE VENDE DÚPLEX 4to Y 5to Nivel/LOS ARRAYANES SACHACA-AREQUIPA  ,  , Se Vende dúplex de 246m2 de área, con excelente iluminación que lo convierte en un inmueble cálido y acogedor ubicado en la mejor zona, a una cuadra de la universidad católica, a 10 minutos del centro histórico de Arequipa, en una excelente zona residencial. Para vivir con tranquilidad y seguridad en compañía de tu familia. ,  ,   ,  , Descripción principal. ,  , 4to nivel ,  , *Sala-Comedor. ,  , *Coc","ina Cerrada  ,  , *1 Habitación Con Boquín Closet Y Baño Privado  ,  , *3 Habitaciones Secundarias Closet ,  , *Baño De Visita. ,  , *Sala De Estar. ,  , *Baño Completo ,  , 5to nivel ,  , *1 Habitación Con Boquín Closet Y Baño Privado. ,  , *Lavandería Cerrada Y Techada. ,  , *Baño De Visita Completo. ,  , *Terraza Amplia Para Reuniones. ,  , Piensas invertir en el departamento de tu sueño acá te lo tenemos listo para habitar en compañía de tu familia. No lo dejes perder. ,  , Precio en Dólares en base al cambio del día. ,  , Documentos al día, inscrito en Registros Públicos. ,  , ¿Quieres saber más? Estamos encantados de ayudarte a elegir el mejor hogar para tu familia. Descubre tu próximo hogar con nosotros. ¿Te lo vas a perder? ,  , Contáctame:","Armario empotrado,Línea Blanca,Cuarto de Servicio","Año de construcción: 2,012,Estacionamientos,Bodega,Jardín","Cerca de parques,Vista panorámica"
"Casa en venta Parque El Palacio 2, Perú, Arequipa, Perú",2 casas en venta en Puno Departamento,"460,000","Parque el palacio 2, perú, arequipa, perú",267.5m2,4 Habitaciones,2 Baños,"CASA SACHACA EL PALACIO II ETAPA ,  ,  , AMPLIA CASA EN LA MEJOR ZONA DE SACHACA, DOBLE FACHADA, LA CASA ESTA A POCOS METROS DEL PARQUE, CERCA A LA AV. FERNANDINI, LA CASA CUENTA CON TRES PISOS, LOS QUE SE DISTRIBUYEN DE LA SIGUIENTE MANERA: ,  , PRIMERA PLANTA: ,  , INGRESO, DOS COCHERAS, UNA DE ELLAS TECHADA, SALA COMEDOR CON MAMPARA DE VIDRIO HACIA EL JARDIN POSTERIOR, BAÑO SOCIAL, RECIENTEMENTE REMODELADO, COCINA CON REPOSTEROS ALTOS Y BAJOS, CON BUENA ILUMINACIÓN Y VENTILACIÓN, LAVANDERIA AMPLIA, JARDIN POSTERIOR. ,  , SEGUNDA PLANTA: ,  , GRADAS DE MADERA HACIA EL SEGUNDO PISO, HALL DE DISTRIBUCIÓN, 04 DORMITORIOS AMPLIOS CON CLOSETS EMPOTRADOS, UN BAÑO COMPLETO REMODELADO RECIENTEMENTE. ,  , TERCERA PLANTA: ,  , GRADAS EXTERNAS METÁLICAS EN CARACOL HACIA EL TERCER PISO, EL QUE CUENTA CON UNA HABITACIÓN, COCINA CON MOBILIARIO FIJO DE CEMENTO, PATIO TECHADO, TRES DORMITORIOS DE MATERIAL ALIGERADO, UN BAÑO. ,  , INGRESO INDEPENDIENTE POR LA CALLE CIRCUNVALACIÓN A TRES MINI DEPARTAMENTOS QUE CONSTAN CADA UNO DE: , SALA, COCINA AMERICANA, DORMITORIO PRINCIPAL,  BAÑO COMPLETO, LAVANDERIA INDEPENDIENTE. ,  , BARBARA DEL CARPIO - ",,Amoblado: Sin amoblar,"Año de construcción: 2,000","Cerca a avenidas principales,Cerca de parques"
"Casa en venta Urbanizacion La Encantada, Cayma, Perú",2 casas en venta en Puno Departamento,"390,000","Urbanizacion la encantada, cayma, perú",232m2,7 Habitaciones,7 Baños,"¿Estas buscando comodidad, espacios amplios y seguridad?  , 📍 Tenemos una excelente opción de casa en Cayma, cerca de la avenida ejército y los principales molls de Arequipa.  , 📍 En venta casa de tres pisos con excelente iluminación y muy buen clima, dentro de una urbanización con vigilancia permanente.  , 📍 Se encuentra distribuida de la siguiente manera:  , 📌Primer piso.  , ✔ Recibidor  , ✔ Amplia sala comedor con enchape de madera y sillar  , ✔ Cocina amplia con espacio para comedor de diario y reposteros altos y bajos  , ✔ Bar para uso social  , ✔ Estudio u oficina con baño propio  , ✔ Baño social  , ✔ Cochera para tres vehículos con puerta levadiza  , ✔ Patio con parrilla y horno  ,  , 📌Segundo piso.  , ✔ Sala de star  , ✔ Habitación principal con baño propio y tocador  , ✔ dos habitaciones secundarias  , ✔ Baño de uso compartido con tocador  ,  , 📌Tercer piso.  , ✔ Habitación con baño propio y tocador  , ✔ Dos habitaciones  , ✔ Baño compartido con tocador  ,  , 📌Cuarto Piso.  , ✔ Cuarto y baño de servicio  , ✔ Cuarto de planchado  , ✔ Lavandería y azotea  ,  , La casa se encuentra en excelente estado de conservación. , Se puede vender completamente amoblada. ,  , DARIO CALDERON - ",,"Amoblado: Sin amoblar,Balcón,Armario empotrado,Agua","Año de construcción: 2,000,Estacionamientos","Cerca a avenidas principales,Cerca al mar,Cerca a Centro Comercial,Cerca de parques,Cerca a Centro Comercial"
"Casa en venta Ingenieros, Cerro Colorado, Perú",2 casas en venta en Puno Departamento,"375,000","Ingenieros, cerro colorado, perú",220m2,4 Habitaciones,4 Baños,"🏡VENDO HERMOSA CASA  MODERNA CON 1 AÑO DE ANTIGUEDAD, SE ENCUENTRA UBICADA EN LA URBANIZACIÓN INGENIEROS EN CERRO COLORADO MUY CERCA AL MALL AREQUIPA CENTER, CLINICA SAN PABLO, COLEGIOS, FRENTE A PARQUE ZONA SEGURA.  , PRECIO 375,000 💲 , 🌟PRIMER PISO , 🌟Cuenta con una sala amplia de doble altura con chimenea , 🌟Comedor con vista al Jardín , 🌟Una amplia cocina con encimera de granito , 🌟Patio , 🌟Jardín con área de parrillas , 🌟Baño de visitas , 🌟Estudio , ?","?Cochera para 2 , 🌟SEGUNDO PISO , 🌟Cuenta con un hall de distribución , 🌟3 Amplias habitaciones, la principal cuenta con un balcón y baño , 🌟2 Baños completos  , 🌟TERCER PISO , 🌟1 Habitación  , 🌟 Cuarto y baño de servicio , 🌟 Amplia terraza","Amoblado: Sin amoblar,Armario empotrado,Línea Blanca,Chimenea,Internet,Cuarto de Servicio,Agua","Año de construcción: 2,022,Estacionamientos,Terraza,Jardín,BBQ,Caseta de vigilancia,Seguridad privada","Cerca a avenidas principales,Cerca a Centro Comercial,Cerca de parques,Cerca a Centro Comercial,Vista panorámica"
"Casa en venta Sachaca, Arequipa",2 casas en venta en Puno Departamento,"239,000","Sachaca, Arequipa",128m2,5 Habitaciones,4 Baños,"📍 ¿te gustaría vivir en una de las mejores urbanizaciones de Sachaca, con vigilancia permanente y vista al parque?  ,  , 📍Se vende casa de tres pisos con excelente vista al parque, en urbanización casa campo, la urbanización cuenta con vigilancia permanente y áreas verdes muy bien conservadas.  ,  , 📍La casa se encuentra construida sobre un terreno de 128m2 y se distribuye de la siguiente manera.  ,  , 📌PRIMER PISO:  , ✔Amplia sala comedor con pisos de porcelanato.  , ✔Cocina con mesadas de granito, reposteros altos y bajos.  , ✔Estudio  , ✔Baño social.  , ✔Patio y jardín delantero  , ✔Cochera para camioneta.  ,  , 📌SEGUNDO PISO:  , ✔Dormitorio principal con walking-closet y baño privado  , ✔Dos dormitorios secundarios con closet empotrados  , ✔Baño de uso compartido  , ✔Espacio para sala de televisión  ,  , 📌TERCER PISO:  , ✔Dormitorio con closet empotrado  , ✔Baño completo  , ✔Salón de uso social  ,  , 📌CUARTO PISO:  , ✔Amplia terraza para uso social  , ✔Zona exclusiva para lavandería  , ✔Cuarto de depósito  ,  , 🛑 La casa cuenta con hipoteca con el BCP ,  ,  , DARIO CALDERON - ",,Amoblado: Sin amoblar,"Año de construcción: 2,015",
"Casa en venta Jerusalén 605, Yanahuara 04017, Perú",2 casas en venta en Puno Departamento,"249,900","Jerusalén 605, yanahuara 04017, perú",180m2,3 Habitaciones,4 Baños,"Oportunidad Vendo bonita casa  , Vendo Casa en Yanahuara en Quinta privada , vigilancia 24 hs y camaras a espaldas de la plaza de Yanahuara , Tiene 8 años de antigüedad , 1er piso : Sala comedor, pisos de porcelanato cocina  semi abierta con reposteros altos y bajos doble poza lava platos  , pequeño jardín , baño de visitas gabinete y mesada de cuarzo  , cochera para camioneta  sin techo , 2do piso : 2 dormítorios,con clóset empotrados  dos ambientes abi","ertos  para estudio o famili room , un baño completo con gabinetes doble lavamanos y mesada de cuarzo ,  , 3er nivel : Dormitorio con baño completo mesada de cuarzo piso laminado  , terraza con lavandería y baño de servicioPara informes y reservar visitas comunicarse al tlf de la publicación","Amoblado: Sin amoblar,Aire Acondicionado,Balcón,Armario empotrado,Línea Blanca,Calefacción,Internet,Cuarto de Servicio,Agua","Año de construcción: 2,014,Estacionamientos,Terraza,Jardín,BBQ,Caseta de vigilancia,Cisterna,Seguridad privada","Cerca a Centro Comercial,Cerca a avenidas principales,Cerca de parques,Cerca a Centro Comercial,Vista panorámica"
"Casa en venta Sachaca Residencial, Av. Fernandini, Arequipa, Perú",2 casas en venta en Puno Departamento,"1,189,000","Sachaca residencial, av. fernandini, arequipa, perú","1,402m2",6 Habitaciones,5 Baños,"Vendo linda casa con un terreno y/o  área verde de 900 M2 , El área  donde está construida la casa tiene 500 M2 , todo el inmueble tiene un área total de terreno de 1402 M2 distribuidos en : ,  , El primer piso: un hall de entrada, un hall recibidor, baño social , escritorio, invernadero, sala comedor, salón de música, cocina cerrada y comedor de diario, patio interior  lavandería, dos depósitos, un baño de servicio y cuarto de servicio , pasadizo que ","conecta a las cocheras para 05 vehículos y a los  jardines posteriores del inmueble, en segundo piso: se encuentra un hall familiar  y baño y pequeño balcón con vista al jardín  dos dormitorios con balcones , un dormitorio con su walk in closet y baño privado completo, ,  En eltercer piso: dos dormitorios con clóset  un baño completo, un pasadizo que accede a un balcón grande, asimismo el inmueble cuentas con  área verde de 900 M2 que rodea la casa  , Para informes y reservar visitas comunicarse al número de la publicación","Amoblado: Sin amoblar,Aire Acondicionado,Balcón,Armario empotrado,Línea Blanca,Chimenea,Calefacción,Internet,Jacuzzi,Gas Natural,Cuarto de Servicio,Agua","Año de construcción: 1,996,Estacionamientos,Terraza,Cisterna,Caseta de vigilancia,Jardín,BBQ,Caseta de vigilancia,Gimnasio,Seguridad privada","Cerca a avenidas principales,Cerca a Centro Comercial,Cerca de parques,Cerca a Centro Comercial,Vista panorámica"
"Casa en venta Sachaca, Arequipa",2 casas en venta en Puno Departamento,"450,000","Sachaca, Arequipa",300m2,5 Habitaciones,5 Baños,"Por viaje, los dueños venden la casa hecha con los mejores acabados en piedra, madera.    Se vende con la cocina equipada y muebles.    Cuenta con chimenea con tiro,  un Solario con luces indirectas, un BBQ hecho de Acero Inoxidable.   La cocina cuenta con una isla y las encimeras son de quarzo negro, el precio incluye  lavaplatos, refrigeradora inteligente, cocina Bosh,  TV de 50"" en la zona de recreación y juegos.         Comedor , Living comedor"," , Comedor diario , Solarium , Sala de juegos , Agua corriente , Desagüe cloacal , Internet , Habitación principal , Sala , Cable","Amoblado: Semi-amoblado,Balcón,Línea Blanca,Cuarto de Servicio","Estacionamientos,Jardín,BBQ,Seguridad privada",Cerca de parques
